id	text	source	keyword_cat	ws_label	gpt_label	llama_label	tier	final_label	method	human_verified
1769	الدفاع المدني قواتنا بولاية نهر النيل سيطرت خلال دقائق محدودة على حريق شب في محطة كهرباء عطبرة اثر هجوم بمسيرة معادية مما حال دون وصول الحريق الى المحول الرئيسي الخرطوم_مقبرة_الجنجويد	war_corpus	hate_tribal	HATE	HATE	NEUTRAL	2	HATE	majority_vote	
1779	الي الان تم بحمد الله تحرير مصنع السكر ود الحداد مجمع الزرقاء ام القري وحجر العسل وما زال الزحف الاخضر مستمر الخرطوم_مقبرة_الجنجويد	war_corpus	hate_tribal	HATE	HATE	HATE	1	HATE	full_agreement	
1782	ومن كل فج كل ما يخص التحويلات المالية للسودانيين في مكان واحد اشترك في قناة زوليفري الخرطوم_مقبرة_الجنجويد	war_corpus	hate_tribal	HATE	HATE	HATE	1	HATE	full_agreement	
1785	شن سلاح الجو السوداني غارات جوية عنيفة استهدفت تجمعات لفلول المليشيا المتمردة الارهابية على تخوم مدينة الفاشر	war_corpus	hate_political	OFFENSIVE	HATE	NEUTRAL	3	HATE	gpt_tiebreaker	
1795	والله لمن القي لي مسيري ول بني هلبة ول سلامي جنجويدي والله بزعل من جواي لانو نحن كسودانيين المفروض نحمي بعض ونقيف ضد كل من يريد ان يزرع الفتنة بيناتنا	war_corpus	hate_tribal	HATE	HATE	HATE	1	HATE	full_agreement	
1804	اشعر بالغثيان من انتهاكات الجنجويد تبا ايدي الدعم السريع	war_corpus	hate_tribal	HATE	HATE	HATE	1	HATE	full_agreement	
1820	الزحف نحو مقر اللواء 125 مشاة بمنطقة الصفوه اقصى غرب ام درمان اخر منطقة عسكرية بولاية الخرطوم وسوف تنطلق المتحركات غربا وستضيق كردفان على اتساعها بمليشيا الجنجويد	war_corpus	hate_tribal	HATE	HATE	HATE	1	HATE	full_agreement	
1821	الم تر انا ارسلنا الشياطين على الكافرين تؤزهم ازا	war_corpus	religious_sectarian	HATE	HATE	HATE	1	HATE	full_agreement	
1824	البرهان يدعم حماس ويدعم فلسطين ويستغل حمدوك لازالة العقوبات الامريكية البرهان يريد دعم مشروع الكيزان في السودان وماقاله اليوم في الخطاب كله اكاذيب هو عضو في الحركة الاسلامية في السودان	war_corpus	hate_political	NEUTRAL	HATE	OFFENSIVE	3	HATE	gpt_tiebreaker	
1825	رئيس مجلس السيادة قائد الجيش عبد الفتاح البرهان رسالتنا للوسطاء عليكم حث المرتزقة على الخروج من منازل المواطنين وهذه البلاد لن تسعنا مستقبلا، اما نحن او هم الشرق_السودان	war_corpus	hate_tribal	OFFENSIVE	HATE	NEUTRAL	3	HATE	gpt_tiebreaker	
1830	والله شعب عزيز النفس وقلبه مليان قناعة يريد فقط ان يعيش اللهم اهلك الجنجويد المرتزقة	war_corpus	hate_tribal	OFFENSIVE	HATE	HATE	2	HATE	majority_vote	
1831	اليوم العالمي للاستمتاع بصراخ الجمهورين اصحاب قحت حدث في مثل هذا اليوم تم اعدام كافر زمن حكم نميري	war_corpus	religious_sectarian	OFFENSIVE	HATE	HATE	2	HATE	majority_vote	
1833	منطقة امدرمان العسكرية قوات العمل الخاص بمنطقة امدرمان العسكرية تشن هوم مباغت على المليشيا الارهابية المتمردة في منازل البنك العقاري بالفتيحاب و تدوين دقيق لي المدفعية الثقيلة لي اهداف المليشيا المتمردة بامدرمان نصرا من الله وفتح قريب	war_corpus	hate_political	OFFENSIVE	HATE	NEUTRAL	3	HATE	gpt_tiebreaker	
1835	اكثر من 60 عربة مقاتلة للميليشيا قبل وبعد البل والمتك	war_corpus	violence_incitement	HATE	HATE	NEUTRAL	2	HATE	majority_vote	
1838	الجزائر تقف مع السودان الشقيق الذي تستهدفه هو الاخر قوى الشر رئيس الجمهورية الجزائرية الشقيقة عبد المجيد تبون 2025	war_corpus	hate_tribal	OFFENSIVE	HATE	NEUTRAL	3	HATE	gpt_tiebreaker	
1839	مصادر المتمرد الجنجويدي عبدالرحيم دقلو يقود معارك المرتزقة في الفاشر	war_corpus	hate_political	HATE	HATE	NEUTRAL	2	HATE	majority_vote	
1848	ياسته يااااأبريل لازم نكون مليون لازم نكون ٱلٱاااف نملى الشوارع حق يملاها صوتنا هتاف شايلين وطنا هدف بيناتنا مافي خلاف حامينا خالقنا ومن غيرو مابنخاف .الشاااااااارع بس #موكب6ابريل تسقط بس	old_twitter	revolution_terms	NEUTRAL	HATE	OFFENSIVE	3	HATE	gpt_tiebreaker	
1853	لعنة الله علي حميدتي والبرهان والكباشي ودول محور الشر العربية وكل عصابات الجنجويد اللهم انتقم منهم انتقاما يفرحنا ويشفي غليلنا اللهم شتت شملهم اللهم احصهم عددا ولا تغادر منهم احدا بقوتك يارب العالمين وانت القادر علي ذلك	old_twitter	hate_tribal	HATE	HATE	HATE	1	HATE	full_agreement	
1854	عبيد دقلو شدو الهمة الموت جاكم	war_corpus	hate_tribal	HATE	HATE	HATE	1	HATE	full_agreement	
1870	اخر التسريبات تشير الى ان قيادات الرزيقات ينظرون الى المسيرية على انهم ظواهر سالبة يجب حسمها قبل ان يتمردوا عليهم	war_corpus	hate_political	NEUTRAL	HATE	HATE	2	HATE	majority_vote	
1871	الاستخبارات العسكرية تلقي القبض علي عدد 12 مهندس اثيوبي كانوا يستغلون عدد 2 عربة اوباما في طريقهم الي الفاشر يعملون في الطيران المسير واجهزة تشويش الطيران لصالح المليشيا المتمردة نصر من الله وفتح قريب كلنا_جيش شعب_واحد_جيش_واحد الاستنفار_لدحر_الاستعمار السودان_يتعرض_للغزو_الخارجي تسليح_المستنفرين_مطلب_شعبي لا_تفاوض_علي_دماء_الشهداء	war_corpus	dehumanizing	HATE	NEUTRAL	HATE	2	HATE	majority_vote	
1879	عليك الله عاين ال ديل نحنا بنسرق ؟؟؟ الجيش في نيالا صاحي تب يا جنجويد جاين تسرقوا لقيتووكيف بالله شارك قناة انصار القوات المسلحة السودانية علي التلغرام	war_corpus	hate_tribal	HATE	HATE	HATE	1	HATE	full_agreement	
1886	تدمير 17 عربة قتالية لمليشيات الدعم السريع بمحور سكر سنار وهلاك اعداد مقدرة من المليشيا معركة_الكرامة الخرطوم_مقبرة_الجنجويد	war_corpus	hate_tribal	HATE	HATE	HATE	1	HATE	full_agreement	
1895	انت عايزهم يختلطوا مع رعاع زينا؟ الناس دي ما بتختلط الا مع الطرح النضيفة هههههههه	old_twitter	random_no_keyword	NEUTRAL	HATE	OFFENSIVE	3	HATE	gpt_tiebreaker	
1901	ولناتينكم بجنود لاقبل لكم بها جنجويد نهابه شفشافه مرتزقه اكلي اموال الناس وهاتكي الاعراض الله واكبر عليكم دويله الخمارات دويله اليهود البل جااااايكم امن ياجن ود الغناوة	war_corpus	hate_tribal	HATE	HATE	HATE	1	HATE	full_agreement	
1906	يسقط الجنجويد ومن ركع لهم تسقط قحت يسقط التجمع يسقط الأصم يسقط الدقير يسقط الصادق يسقط خالد سلك #تسقط_بس #نناضل_لا_نساوم	old_twitter	hate_tribal	HATE	HATE	HATE	1	HATE	full_agreement	
1908	الله اكبر قوات العمل الخاص بالفرقة الثانية مشاه بقيادة العمدة صالح تنظف معاقل المليشيا بقرى كامراب منوفلي الفريش حلة بلة مواطنو هذه القرى يعتبرون من اكبر حواضن المليشيا، اذاقوا اهل الدندر الويل، نهب وقتل واهانة واذلال	war_corpus	threats	NEUTRAL	HATE	HATE	2	HATE	majority_vote	
1914	ستظل هذه المحرقة التي يزينها ابطال قوات شعبنا المسلحة الان للمرتزقة الجنجويد اجمل ما يشفي الصدور ويبرد الجوف فامسيهم على حال وصبحهم على اسوء حال اللهم نصرك الذي وعدت اللهم نصرك الذي وعدت نصر_من_الله_وفتح_بات_قريب	war_corpus	hate_tribal	OFFENSIVE	HATE	HATE	2	HATE	majority_vote	
1916	ضربات جوية مكثفة ومستمرة تستهدف محاور دارفور وغرب امدرمان في المويلح، دمرت تجمعات المليشيا ومخازنها بالكامل، مكبدة اياها خسائر فادحة في الارواح والعتاد الجيش يواصل سحق اوكار المرتزقة اينما كانوا، والنصر قادم باذن الله نصر_من_الله_وفتح_قريب الفداء_والوعي	war_corpus	threats	OFFENSIVE	HATE	NEUTRAL	3	HATE	gpt_tiebreaker	
1917	والله نلقطكم كده يا جنجويد يا مرتزقة بل_بس	war_corpus	hate_tribal	HATE	HATE	HATE	1	HATE	full_agreement	
1931	اولاد الكافره ديل لا بعرف مسجد لا عندهم دين عشان كدا موتكم بكون كعب	war_corpus	religious_sectarian	OFFENSIVE	HATE	HATE	2	HATE	majority_vote	
1942	الاحياء غير امنه يا جنجويد احد الشباب يقوم بفتح النار على اثنين من المتمردين كل الشعب بكري	war_corpus	hate_political	HATE	HATE	HATE	1	HATE	full_agreement	
1943	الحصة وطن يا مجلس يا عسكري السودان في خطر أزمات كبيرة خبز سيولة بنزين جزولين كهرباء موية ملانة سلاح الكيزان يتجمعون مرة اخرى المطلوب حكومة مدنية الان تضرب الكيزان بيد من حديد و تبدأ بالإصلاح الفوري #مدن_السودان_تنتفض #اعتصام_القيادة_العامة #تسقط_بس	old_twitter	hate_tribal	HATE	HATE	NEUTRAL	2	HATE	majority_vote	
1949	ما اثار حفيظتهم ليعلنوا الثأر بمواجهة كل منسوبي الجامعة.وفي صبيحة الخميس هاجم مجموعة كبيرة من اعضاء الحزب الحاكم الكلية،ووقعوا في صدام مع افراد الشرطة الجامعية،وانهالوا عليهم بالضرب وادى لسقوط بعضهم لينقلوا للمستشفى. حلايب نيوز	old_twitter	violence_reporting	OFFENSIVE	HATE	NEUTRAL	3	HATE	gpt_tiebreaker	
1955	دار حامد تجغم الجنجويد جغم الملاقيط يشفي صدور قوم المؤمنين العشاء طلع ياعيال	war_corpus	hate_tribal	HATE	HATE	HATE	1	HATE	full_agreement	
1959	رئيس حركة جيش تحرير السودان مصطفى تمبور سنورث ابنائنا واحفادنا كراهية جنجويد الدعم السريع ولن نتصالح معهم ابدا حتى لو كان ثمن ذلك ان نقدم في كل ثانية شهيد اشتركوا في القناة	war_corpus	hate_tribal	HATE	HATE	HATE	1	HATE	full_agreement	
1967	يا اخوانا الفطيس ده شكلو حاجه كبيره جدا عند الجنجويد اقسم بالله بكى ونواح غريب خلاص ياخ حميدتي ما بكو عليهو كده زايلي ونعيمكي زايل شالت ابطال الدوري الانجليزي	war_corpus	hate_tribal	HATE	HATE	OFFENSIVE	2	HATE	majority_vote	
1976	الجيش كلامو كان واضح انتهاء الحرب بانتهاء التمرد جيش_واحد_شعب_واحد القوات_المسلحة_صمام_امان_الوطن كامل_التضامن_مع_القوات_المسلحة معركة_الكرامة	war_corpus	hate_political	OFFENSIVE	HATE	NEUTRAL	3	HATE	gpt_tiebreaker	
1980	القوة الجوالة تفتك بمليشيا الدعم السريع بعد هجومها على الهلبة	war_corpus	violence_reporting	HATE	HATE	NEUTRAL	2	HATE	majority_vote	
1981	اتخيل تكون اماراتي منعم منغنغ يجيبوك كمرتزقة و تموت في السودان في قضية ما حقتك و الله ما عندنا ليكم الا البارود	war_corpus	hate_political	OFFENSIVE	HATE	HATE	2	HATE	majority_vote	
1986	نويتة كراهية لمسك زمن اسمه حنة.	old_twitter	random_no_keyword	NEUTRAL	HATE	OFFENSIVE	3	HATE	gpt_tiebreaker	
1995	وصول متحرك كابوس الجنجويد الي الفاشر عن طريق الدبه مصحوبا بطائرات استطلاع والعده الجديده	war_corpus	hate_tribal	HATE	HATE	NEUTRAL	2	HATE	majority_vote	
2003	كرامة تحرير جامعة المشرق واستلام كبري شمبات الخرطوم_مقبرة وبل _الجنجويد	war_corpus	hate_tribal	HATE	HATE	HATE	1	HATE	full_agreement	
2006	تنسيقية لجان المقاومة والتغيير زالنجي اصحى يا ترس لجان المقاومة والتغيي تنسيقية لجان المقاومة والتغيير زالنجي اصحى يا ترس لجان المقاومة والتغيير بمدينة زالنجي يستلمون كمية كبيرة من الادوية مهربة من مخزن مستشفى زالنجي التعليمي بحجة الابادة بانها منتهية الصلاحية ولاه_الثوره_المدنيين استكمال_هياكل_السلطه اعلام اللجنة More	war_corpus	violence_reporting	HATE	HATE	NEUTRAL	2	HATE	majority_vote	
2013	الحزب الشيوعي و المؤتمر الوطني في السوء كهاتين	old_twitter	profanity	NEUTRAL	HATE	OFFENSIVE	3	HATE	gpt_tiebreaker	
2019	الدعم السريع في الخرطوم حاليا انقطاع امدادات و شح وقود و شبه انعدام للذخائر بعد تدمير الجيش مخازن الدعم السريع و استهدافه جميع خطوط الامداد للجنجويد الان تخبط و انشقاقات وموت داخل الدعم السريع و النهاية اصبحت قريبة جدا باذن الله	war_corpus	humanitarian	HATE	HATE	NEUTRAL	2	HATE	majority_vote	
2029	استهداف كونتينر مخزن للزخيرة تستخدمة مليشيا الجنجويد	war_corpus	hate_tribal	HATE	HATE	HATE	1	HATE	full_agreement	
2041	اليوم قندهار 2اشان تعرف كضبهم وغياب هدفهم والغاية البحاربوا من اجلها، الجنجويدي من الخوف لخبط بين 56 والكيزان، قال الكيزان من 56	war_corpus	hate_political	HATE	HATE	NEUTRAL	2	HATE	majority_vote	
2045	كان رد جماهير الشعب السودانيين على ترهات البرهان وصحبه من الطغاة الانقلابيين عاجلا وحاسما، الثورة ثورة شعب والسلطة سلطته، لن تتحكم في مصيره بربرية وارهاب ثلة من المرتزقة والمغامرين، فالغايات واضحة وجلية	war_corpus	dehumanizing	HATE	HATE	NEUTRAL	2	HATE	majority_vote	
2046	القائد جمعة حقار من مدينة الفاشر الصامدة الفاشر مقبرة الجنجويد	war_corpus	hate_tribal	HATE	HATE	HATE	1	HATE	full_agreement	
2049	يخ كسم المنافقين وتجار الدين والعراما البدوفيل ابد الآبدين, دا اسلام الكيزان اصلاً من زمان ما جديد علينا..	old_twitter	religious_sectarian	HATE	HATE	OFFENSIVE	2	HATE	majority_vote	
2059	ياسر العطا ممازحا احد المستنفرين بقوله العسكر للثكنات والجنجويد ينحل والثورة ثورة شعب	war_corpus	profanity	HATE	HATE	NEUTRAL	2	HATE	majority_vote	
2065	فنجطه ساي، لا يستطيعون ان يطلقوا رصاصه واحده! القصه معادله سد بسد، اها حيحتلو اثيوبيا والسودان حيشنوا حرب معاهم الاتنين! مصر لا تملك القدره علي محاربة اثيوبيا والسودان	old_twitter	random_no_keyword	NEUTRAL	HATE	HATE	2	HATE	majority_vote	
2067	احد البواسل جرحي عملية السكر مصنع سكر سنار التى تم فيها تدمير ٣ عربات للعدو وعدد كبير من القتلى في قوات مليشيا الجنجويد المتمردة	war_corpus	hate_tribal	HATE	HATE	NEUTRAL	2	HATE	majority_vote	
2068	شرق النيل ضربة استباقية استهدفت تجمع للجنجا ڪان ينوي التحرك لمنطقة ما ڪاڪي_اخضر جيش_واحد_شعب_واحد الجيش_صاحي معرڪة_الڪرامة انهاء_التمرد الخرطوم_مقبرة_الجنجويد	war_corpus	hate_tribal	HATE	HATE	HATE	1	HATE	full_agreement	
2069	بالملي ياحبيبي ي حبيبي بالملي اهرب ان استطعت ڪاڪي_اخضر جيش_واحد_شعب_واحد الجيش_صاحي معرڪة_الڪرامة انهاء_التمرد الخرطوم_مقبرة_الجنجويد	war_corpus	hate_political	HATE	HATE	HATE	1	HATE	full_agreement	
2082	الذين يقاتلون في اليمن لا ينتمون القوات المسلحة السودانية،إنهم ميليشيات للجنجويد بزعامة حميرتي حرامي الحمير الجاهل المستبد الامعة العميل لجرب الخليج. تسقط بس لم تسقط بعد أنا إفريقي أنا سوداني	old_twitter	hate_tribal	HATE	HATE	HATE	1	HATE	full_agreement	
2100	الحقيقة هي ان لا مقارنة بين الامن في مناطق الجيش و مناطق الدعم السريع ولا مقارنة بين الجيش و الدعم السريع هذه تجربتي الشخصية مناطق الجيش تشعر بالامان و كان لا حرب و كل شي بخير و الحياه مستقرة عكس مناطق الجنجويد	war_corpus	hate_tribal	HATE	HATE	HATE	1	HATE	full_agreement	
2103	دروع فووووق بحمد الله مزيدا من جثث الجنجويد القذرة وجرحى هاربين واسرى هلعى واليات مدمرة بفضل الله وتوفيقه	war_corpus	violence_incitement	HATE	HATE	HATE	1	HATE	full_agreement	
2106	اسس بناء الدولة السودانية وعاشت لجان المقاومة خنجرا مسموما في خاصرة كل مفارق لمطالب الشارع لجان مقاومة العشرة المكتب الاعلامي24 يوليو الثورة_مستمرة التسوية_خيانة_للشهداء لاتفاوض_لاشراكة_لاشرعية ميثاق_تاسيس_سلطة_الشعب الميثاق_الثوري_لسلطة_الشعب	war_corpus	humanitarian	HATE	HATE	NEUTRAL	2	HATE	majority_vote	
2115	ولاية الشام البركة بتوفيق الله تعالى، استهدف جنود الخلافة صهريج نفط لميليشيا المرتد القاطرجي بمنطقة السبعة واربعين على الطريق الخرافي ، بتفجير عبوة ناسفة، ما ادى لاعطابه، ولله الحمد والمنة	war_corpus	religious_sectarian	OFFENSIVE	HATE	NEUTRAL	3	HATE	gpt_tiebreaker	
2122	هو منو في السودان ما كوز	old_telegram	hate_political	OFFENSIVE	HATE	NEUTRAL	3	HATE	gpt_tiebreaker	
2129	هلاك قائد مستنفري المرتزقة العميد خلا ادم حسين في الفاشر	war_corpus	hate_political	OFFENSIVE	HATE	NEUTRAL	3	HATE	gpt_tiebreaker	
2130	الوقفة الاحتجاجية امام سفارة الامارات في هولندا تنديدا بدعم الامارات للجنجويد طرد_السفير_الاماراتي	war_corpus	hate_tribal	HATE	HATE	NEUTRAL	2	HATE	majority_vote	
2134	الشيخ_عبد_الرزاق_المهدي لله_درك_وعلى_الله_اجرك اوجعتهم_بكلماتك_يا_شيخنا لقد_كشفت_ستارهم_المذيف_واعلامهم_الكاذب_والمخادع_والمنافق حماك_وحفظك_ورعاك_الله	war_corpus	religious_sectarian	OFFENSIVE	HATE	NEUTRAL	3	HATE	gpt_tiebreaker	
2138	تم الغاء اجتماع الجنجويدى مادبو وتقد فى البرلمان الاروبى وجاء لوكا منظم اللقاء واعتذر للشعب السودانى والمتظاهرين يعيشون وطنا دوما عاليا ويعيش جيشنا وشعبنا	war_corpus	hate_tribal	OFFENSIVE	HATE	NEUTRAL	3	HATE	gpt_tiebreaker	
2140	القائد عبدالله يعقوب يكشف جرائم الفلول في الخرطوم ودارفور وننتظر تعليمات القيادة لملاحقتهم معركة_الديمقراطية حراس_الثورة_المجيدة	war_corpus	hate_political	OFFENSIVE	HATE	NEUTRAL	3	HATE	gpt_tiebreaker	
2146	لبنان تنتفض يا ياشباب اخرج الفاسدين والعملاء والطاقات تسقط بس الحل في البل ماتتخازل الحل في البل لا تتهاون قوعزيمتكم	old_twitter	revolution_terms	HATE	OFFENSIVE	HATE	2	HATE	majority_vote	
2157	الجنجويد يحومو مع العيال ويروحو ماي بليس ويشربو عصير بطيخ والله فله	old_twitter	hate_tribal	HATE	HATE	HATE	1	HATE	full_agreement	
2170	كلنا عارفين حركات العساكر وجرجرة العساكر في تسليم السلطه لانو المجلس ببساطه شديده مستخسرين فينا اي مكسب من مكاسب الثوره... نتمني الامور تنتهي لصالحنا ولصالح البلاد و دم و عرق و صمود الشعب السوداني ما يروح هدر	old_twitter	revolution_terms	OFFENSIVE	HATE	NEUTRAL	3	HATE	gpt_tiebreaker	
2171	زول الكعبة حجر حجر اهون عند الله من قتل مسلم	war_corpus	violence_reporting	OFFENSIVE	HATE	HATE	2	HATE	majority_vote	
2175	طبعا هم فاكرين دا مبرر للقتل ذي ما عندهم مبرر الدين والتقرب لله زلفي بقتل الشعب على أساس كل الشعب دا كافر وملحد نحن نتحدث عن المجازر الان ويحدثوننا عن عام مافي زول كتل وشرد واهان كرامه الشعب السوداني غير الكيزان #مدن_السودان_تنتفض #تسقط_بس #موكب6ابريل	old_twitter	religious_sectarian	OFFENSIVE	HATE	HATE	2	HATE	majority_vote	
2180	بعد تشريد شعبها الفصيل السياسي للمرتزقة وال دقلو القتله من مال الحرام وهم يتمتعون بما لذ وطاب من المنظمات الاوربية والعربية والافريقية شعب الان يبحث عن وجبة العدس	war_corpus	hate_political	OFFENSIVE	HATE	HATE	2	HATE	majority_vote	
2182	عندما تعرض مستشفى شرق النيل للقصف قام القحاتة الخونة و لم يقعدوا ماذا عن قصف السلاح الطبي بواسطة الجنجويد و استشهاد مدنيين عند بوابات الطوارئ بسبب القصف ؟ ڪاڪي_اخضر جيش_واحد_شعب_واحد الجيش_صاحي معرڪة_الڪرامة انهاء_التمرد الخرطوم_مقبرة_الجنجويد	war_corpus	humanitarian	OFFENSIVE	HATE	HATE	2	HATE	majority_vote	
2188	حيا_الله_الرجال شغل خاص دار حامد جغمووا ٢١ جنجويدي مقمل	war_corpus	hate_tribal	HATE	HATE	HATE	1	HATE	full_agreement	
2190	اخبار معركة الكرامة العمل الخاص سلاح الاسلحة يدمر ارتكاز العدو في الدروشاب ويستلم عدد 2عربية قتالية وعدد من الاسلحة معركة_الكرامة لا_تبيعوا_دياركم الخرطوم_مقبرة_الجنجويد	war_corpus	violence_incitement	HATE	HATE	HATE	1	HATE	full_agreement	
2199	اصلا الهاشتاق من تدبير الكفار عشان تعم الفتنة	old_twitter	religious_sectarian	HATE	HATE	HATE	1	HATE	full_agreement	
2201	عرفتو عن الثورة من تويتر المليان سودانيين، أضعف الإيمان احترموا أخلاقيات واساسيات مهنتكم واسألوا واتعلموا، ما لحقنا ناخد بريك من عنصريتكم لسة علشان تبدو تنظير وكذب وفلسلفة ومزايدة علينا.	old_twitter	revolution_terms	NEUTRAL	HATE	OFFENSIVE	3	HATE	gpt_tiebreaker	
2205	ولاية وسط افريقية صورة شاحنتين للنصارى الكافرين احرقهما جنود الخلافة بكمين على طريق كاسيندي بيني بقرية كاليمبو في بيني	war_corpus	religious_sectarian	HATE	HATE	HATE	1	HATE	full_agreement	
2228	جرائم دارفور دي من زمان وما سمعنا بيها غير قبل فترا دا كلو بسبب الكيزان الله يعدمهم غسلو ادمغتنا	old_telegram	hate_political	OFFENSIVE	HATE	HATE	2	HATE	majority_vote	
2238	رجع بيتو لقى الدعامة غلبتهم يشيلو العربية قامو حرقوها حقد زي دا ما لاقاني يحرق قلوبهم سحقا للجنجويد الهلاك للجنجويد التدمير للجنجويد	war_corpus	hate_tribal	HATE	HATE	HATE	1	HATE	full_agreement	
2241	هالكاً ومصاباً من الحشد الرافضي المرتد بهجوم لجنود الخلافة شمال ديالى	old_telegram	religious_sectarian	OFFENSIVE	HATE	HATE	2	HATE	majority_vote	
2247	الله يرحمومهم جميعا ويغفر لهم ويسكنهم فسيح جناته ويلهم أهلهم وذويه الصبر والسلوان وانا لله وانا اليه راجعون حق الشهداء قلع الكيزان والامنجية وكتايب الظل المجرمين سلمية حتى النصر تسقط بس حكم تجار الدين يسقط ويتحاكم بتهمة القتل العمد والسرقة وتقسيم البلد وبيع الإنسان والحجر	old_twitter	violence_reporting	OFFENSIVE	HATE	NEUTRAL	3	HATE	gpt_tiebreaker	
2253	هلاك قائد مليشيا الدعم السريع الارهابية بمحور الدندر عبد الفاتح السماني يعقوب الرسالة249 معركة_الكرامة الرسالة_الاخبارية تابعونا على الرابط	war_corpus	violence_reporting	OFFENSIVE	HATE	NEUTRAL	3	HATE	gpt_tiebreaker	
2264	شنت قوات الهجانة هجمات مكثفة بالمدفعية الثقيلة على مواقع المليشيا في شمال كردفان، ما اسفر عن تدمير تحصيناتها وعدد من الياتها القتالية تابع كافة اخبار السودان والتغطيات اولا باول من مصادر موثوقة وبتحديثات فورية تابع قناة الاخبار على الواتساب من الرابط الخرطوم_نيوز الخرطوم_مقبرة_الجنجويد السودان	war_corpus	hate_tribal	HATE	HATE	NEUTRAL	2	HATE	majority_vote	
2266	الناشط الكويتي سليمان الخالدي يسب ويلعن ابن زايد من امام سفارة الامارات في امريكا علي جرائمه في السودانيين والامة العربية لا_سلم_الله_الامارات بن_زايد_شيطان_العرب	war_corpus	threats	OFFENSIVE	HATE	HATE	2	HATE	majority_vote	
2267	الدعم السريع ما بيقل الاسير بس البقلو هم جيش بيقتل الاسير بدم بارد	war_corpus	violence_reporting	NEUTRAL	HATE	HATE	2	HATE	majority_vote	
2270	الله اكبر هلاك ٩ من الجنجويد وعدد ٥ عملاء قواديين اثر تناولهم كحول مسمومة بمدينة مدني حي ناصر تم نقل جثثهم الي مقابر حي الناصر اللهم عجل بهلاكهم	war_corpus	hate_political	HATE	HATE	HATE	1	HATE	full_agreement	
2271	شاهد_بالفيديو قائد الدروع يوجه طاقم دبابته بالقضاء على المتمردين واعوانهم جراء محاولتهم الفاشله لدخول الابيض وضباط وضباط صف وجنود الفرقه الخامسه مشاه الهجانه و وحدات اسنادها وجهاز المخابرات العامة وقوات العمل الخاص يلاحقون العدو المتمرد غرب مدينة الابيض الجزء____الثاني اعمل_متابعه_وشير السودان_عصيه_ومنيعه القوات_المسلحه_السودانيه الفرقه_الخامسه_مشاه_الهجانه دروع_اللواء_142_مشاه_الي_الابيض معركة_العزه_والكرامه_ضد_التمرد_المليشي	war_corpus	hate_political	OFFENSIVE	HATE	NEUTRAL	3	HATE	gpt_tiebreaker	
2288	المحامي جعفر المصري مستشار الجنجويد بنيالا هلك اليوم بقصف دقيق من نسور الجو في نيالا بالامس الى جهنم وبئس المصير	war_corpus	threats	HATE	HATE	OFFENSIVE	2	HATE	majority_vote	
2293	مليشيا الجنجويد مواصلة في انتهاكاتها تجنيد الاطفال للمشاركة في اعمالهم العسكرية الفيديو من هجومهم اليوم علي سلاح المدرعات بالشجرة	war_corpus	hate_tribal	HATE	HATE	NEUTRAL	2	HATE	majority_vote	
2294	كاميرا القوات المسلحة توثق احتلال الاعيان المدنية و اثار الدمار والنهب والتخريب بمحيط اسواق امدرمان الذي ارتكبته مليشيا ال دقلو الارها_بية في حق الشعب السوداني الاحد ١٢ فبراير ٢٠٢٤م السودان القوات_المسلحة_السودانية المقاومة_الشعبية تحت قيادة القوات المسلحة نحن في الشدة باس يتجلى	war_corpus	violence_reporting	OFFENSIVE	HATE	NEUTRAL	3	HATE	gpt_tiebreaker	
2299	فقاتل في سبيل الله لاتكلف الا نفسك وحرض المؤمنين كل بلدة او مدينة يجتمع عدد من الاخوة على تصفية الشبيحة والمجرمين مافي داعي تصوير ولا خطابات وتذكروا الحديث لايجتمع كافر وقاتله في النار	war_corpus	religious_sectarian	OFFENSIVE	HATE	HATE	2	HATE	majority_vote	
2305	الواحد مفروض لم يتكلم عن ناس زي صديق يوسف وجعفر خضر وسيد أحمد الخطيب طبعاً ده على سبيل المثال لا الحصر مفروض يبدأ كلامو بالتحية لمن هم أشرف منا عشان الناس دي اختارت العمل العام وضحو بي مستقبلهم المهني والصحي واختارو الصدام والمواجهة والمجابهه والتضحية لا الانسحاب والهروب #تسقط_بس	old_twitter	dehumanizing	NEUTRAL	HATE	OFFENSIVE	3	HATE	gpt_tiebreaker	
2316	القوة المشتركة قمنا بدفن 462 جثة لعناصر مليشيا الجنجويد قتلوا في معارك مليط والمالحة في الايام الماضية محور_الصحراء	war_corpus	violence_reporting	HATE	HATE	NEUTRAL	2	HATE	majority_vote	
2332	اليوم 8 ديسمبر هلاك القائد في مليشيات التمرد و الشقيق الاكبر للهالك البيشي صادق حميدة البيشي في معارك النيل الازرق جهنم وبئس المصير قناة الخرطوم مقبرة وبل الجنجويد	war_corpus	threats	HATE	HATE	HATE	1	HATE	full_agreement	
2333	يا جنجاويد قالوا ناس المحاور استلموا العده الجديده فيها نوع اسلحه مبيدات واسلحه لاول مرة يتم استخدمها في الحروب يعني حا نبيدكم ابادة جماعية الحاضر يكلم الغايب عندكم حلين لو سلمت بنجغمك ولو ما سلمت برضو بنجغمك بلوا راسكم وانتظروا الجاييكم يا اولاد الضيف	war_corpus	violence_reporting	HATE	HATE	HATE	1	HATE	full_agreement	
