text	label
لانه حقيقة نحن ورلات بالذات قبيل	HATE
نثمن دور الشباب بالتضحية من اجل هذه الثورة و نثمن سلميتهم و نؤكد و نؤمن على اننا سنسلم السلطة للشعب.	NEUTRAL
البشجع ارسنال ولمن يتغلب بيقول كورتنا سمحة وممتعة	NEUTRAL
كوز ح تكون بتدعي بالخير يعني انا اصلا غاسل يدي من اي كوز يقتل روح بدون ذنب يعني شنو تدعي بالشر ده شئ عادي عندك وانا وعد منى ادعي ليك في عمره بالخير والهداية	OFFENSIVE
كيزان حراميه كيزان ضلاليه القومه للسودان شكرا حمدوك اجلط الكوز	OFFENSIVE
بللاي حفنة من أهالي الشهداء والثوار طلعوا يحتجوا على قرار لجنة التحقيق كلكم ركبتوا مكنات الوصاية ونزلتوا عليهم شتائم ووصفتهم بعدم الجدية وإتهمتوهم بنشر الوباء بينما تتلفتوا سااااااي قصاد النخبة المساومة وهم متلصقين في بعض عشان يستقبلوا جثة	OFFENSIVE
جمادى الاولى 1438 ولاية نينوى عملاء لا علماء جودة 480	OFFENSIVE
الكدرو اها يا جنجا وصلكم الخبر اكيد بالقوه الدخلت للكدرو لبلكم وقتلكم	HATE
يااا سلاااام ياااخ.. الف الف مبرووووك يا ب ياخ وربنا يجعلو باراً بوالديه ولا أراكم بأساً فيه..ويتربى في عزكم ان شالله	NEUTRAL
نقلا عن "ناظم سراج" قدمت رئيسة اتحاد بائعات الشاي افادتها عن حيثيات ما جرى بمحيط اعتصام القيادة العامة وما حدث إبان فضه لمبادرة عبدالسلام كشه للعون القانوني، وقد كانت إفادتها واضحة وقوية وذلك لمساعي المبادرة في إنفاذ العدالة. #تحقيق_اهداف_ثورتنا #تحديات_الفتره_الانتقاليه	NEUTRAL
ممثل الفرقة العاشرة ابو جبيهة يستلم تمام المستنفرين تنفيذا لتوجيهات اللجنة العليا للاستنفار والمقاومة الشعبية بولاية جنوب كردفان باذن الله تعالى حنمسح حاجة اسمها جنجويد من السودان	HATE
هل يأتي الربيع الجديد بما يشتهيه الشعب العربي #اطمن_انت_مش_لوحدك #تسقط_بس #لا_للعهدة_الخامسة	NEUTRAL
كان في شعور خوف غريب داخلها بترجف متجمدة مكانها	NEUTRAL
العثور على عائلة سودانية تائهة في الصحراء لمدة 8 ايام انضم للراى السودانى علي تلغرام عبر الرابط تابع قناتنا على واتساب	NEUTRAL
و شكرا على انها خلت سامي يندمج مع الاطفال ويبقى واحد منهم	NEUTRAL
يعجبني بالثوار في درعا همتهم واصرارهم 10 محاولات اغتيال انتهت بمقتله العملاء لاحل معهم سوى القتل اما النصح والتنبيه فهذا من صنع العجائز	OFFENSIVE
_ونرجع نقووول نحن ما بقتلنا الفراق نحن بقتلنا العششم	NEUTRAL
لَمعة العَين عِند رؤيِة مَن تحب هِي الأبجديه الَتي لآ تنطقهآ الشِفآه	NEUTRAL
ترقبوا خطاب السيد رئيس مجلس السيادة القائد العام للقوات المسلحة بمناسبة العيد المئوي للجيش والحادي والسبعون لسودنة القيادة العامة من ارض الحضارات والبطولات والتضحيات العميد ركن نبيل عبد الله الناطق الرسمي باسم القوات المسلحة	NEUTRAL
حصل ليك شنو بي دربها	OFFENSIVE
يا زول.... انا بديت افكر جديا والله في الموضوع	NEUTRAL
من اين لكي هذا يا ترحاس!!!!	OFFENSIVE
واللهي اني احبك ي صديقي	NEUTRAL
جلاميد جبل الاولياء يواصلون صد هجوم الدعامة لليوم الثالث على التوالي من محاور عدة اللهم نصرك وثباتك وسلامتك قشم فوووووق الله غالب طارق محمد خالد	HATE
قال محمد بن سيرين رحمه الله اذا اراد الله تعالى بعبد خيرا جعل له واعظا من قلبه يامره وينهاه	NEUTRAL
وضحت أن هنالك شرفاء من القوات المسلحة يقفون مع الثورة وعرضوا انفسهم للخطر لحماية المتظاهرين وهناك اصابات وسط بواسل القوات المسلحة التي ردت على الهجوم الغادر من قبل القوة الامنية المكلفة بفض الاعتصام #مدن_السودان_تنتفض #اعتصام_القياده_العامه	NEUTRAL
التوم انت بالزات ما تفتح خشمك في الموضوع ده	OFFENSIVE
الباب المتاكه ده م بيجي منو غير وجع القلب اقفلوه وعلموهم يحترموا الفرص الكانت متقدما ليهم علي طبق من دهب ، اقفلوه لانو مافي زول يستاهل كل الفرص دي	OFFENSIVE
قال عليه السلام الصلاة الخمس، والجمعة الى الجمعة ، كفارة لما بينهن ما لم تغش الكبائر ، انها فرصة ذهبية للتوبة الصادقة، فسارعوا	NEUTRAL
الدروع عبدالرحيم دقلو تعال بيتك كانتقدر	OFFENSIVE
الطيران الحربي يقصف تمركزات مليشيات الدعم السريع في الاستراتيجية وسط الخرطوم	NEUTRAL
نداء ومناشدة نناشد القادرين من الطبيبات والاطباء بالتوجه نحو المستشفى الدولي ببحري ومركز صحي الشعبية حيث توجد اعداد كبيرة من الاصابات تتخطى قدرة الكادر المتاح، وما تزال كثير من الاصابات ببحري يتم التعامل معها داخل المنازل بسبب ترصد قوات الانقلابيين لمنع محاولات لاسعاف المصابين	NEUTRAL
سلامة النية تنجي صاحبها اكثر مما ينجيه ذكاؤه وعقله ليجزي الله الصادقين بصدقهم	NEUTRAL
عشان يبقى بيننا في سابق معرفة	NEUTRAL
بالتاريخ_اليوم فيما كانت صفحات الجنجويد والقحاتة تتدوال الاخبار المفبركة عن سيطرتهم على قاعدة حطاب في بحري كان الابطال اخوان البنات يحصون غنائم المعركة من عتاد اولاد زايد الذي يدعمون به ميليشيا الاترزاق والخيانة ابطال بحري ما بنقدروا بحري_يا_سر_الصمود	HATE
صلاتك هي استقامتك وسر توفيقك ،تصح بها الاخلاق وتنير بها القلوب ، مرتبطة بالبر والاخلاص والشكر والامن ، اللهم نسالك باسمك المطهر ان تحفظ لنا صلاتنا وسخرنا لادائها على الوجه الذي يرضيك عنا وثبتنا على دينك حتى نلقاك	NEUTRAL
دي احاديث صحيحه يا جهله انتو ما بتعبدو الله بتعبدو الطاغوت و انا بريئه منكم و من طريقكم و من مذهبكم شكرا	OFFENSIVE
سنتمنتال شديد! لأ لأ! فين العدمية الوسطية الجميلة بتاعتك؟	NEUTRAL
إن كان النفاق بشرا يسير بين الناس فان #حسن (طرحة) يمثله #مدن_السودان_تنتفض #تسقط_بس	HATE
بسبب العدة الجديدة خلافات حادة في صفوف المتمردين قالوا الامتحان جاهم من خارج المقرر	NEUTRAL
في البيت يوم الخميس الساعة ليه	NEUTRAL
تدوين عشوائ علي محليه كرري الناس تخلي بالها وتاخد الساتر ربنا يلطف بالعباد ويدمر المليشيا تابعونا على الرابط قناة التلغرام _ قناة الواتساب	HATE
اختك بتصمم فساتين لو عندها حساب ورينا لو لا ممكن تدينا افكار منها عندها حساب علي الفيسبوك اسمو	NEUTRAL
جو مسخن من صباحاً ظاهر انها جمعة السلق.	NEUTRAL
كلكم بنات خالاتي كنتوا بتشبهوا لي بعض	OFFENSIVE
يخوانا مساعر الدولب و تهاني سمحات بس مشكلتهم كوزات	HATE
كلمة رئيس مجلس السيادة القائد العام للقوات المسلحة عبد الفتاح البرهان بمحلية الكاملين بولاية الجزيرة تابع	NEUTRAL
مدني ما تستعجلوا ليها شيل الصبر لمن تجيك الاخبار الصحيحه والحقيقية من مصادرك الموثوقة ما تركن لاعلام الدعامة المبلولين عقاربنا شغالين بمزااج ومتعة وبرااحة حصاد المنجل الله غالب طارق محمد خالد	NEUTRAL
هروب عبد الرحيم من ساحة المعركة بنيالا	NEUTRAL
إذا كان العالم بأكمله يستمع لك، فماذا ستقول؟ كيفتمام	NEUTRAL
الحزب الشيوعي الامريكي يحيي و يدعوا الى استمرار احتجاجات الجامعات الاميركية 23 ابريل 2024م	NEUTRAL
بعد بنو القصر الجديد بقو يفتشو ليهم في سبب عشان يهدمو بيو القديم و يبيعوهو زي ما عملو لكل المباني التاريخية في البلد دي #تسقط_بس #موكب24مارس #حريق_في_القصر_الجمهوري	NEUTRAL
خير وسيله للدفاع هي الهجوم	NEUTRAL
ناكرين وينكرون الحقيقه كلمة مندسين مستخدمنها لتبرير جرمهم الدعم السريع والمجلس العسكري هم الذين يضربوا ويقتلوا في المتظاهرين #اعتصام_القياده_العامه #تسقط_بس	OFFENSIVE
أنا أيِّ شايقي و كمان قاري العلم و عارف الكتابي كلامي سمح و أكلي قمح و من النيل شرابي و بملاالعين وأزيد شبرين و أهز عضلات شبابي	NEUTRAL
الحكومة الاسلامية في السودان فشلت فشل منقطع النظير ، فشلت اقتصادية و سياسيا لم تسطيع تقديم اي حل لاي مشكلة اوجدتها طوال 30عام بل فشلت كذلك اجتماعيا عندما خرج قادتها واعلامييه ينعتون الشعب بالجرذان وشذاذ الافاق #تسقط_بس حكومة الظلم والطغيان #موكب21مارس	OFFENSIVE
كلبوب دي شنو يابنت عندي اسم انا	OFFENSIVE
قوات الجنجويد تقصف اجزاء من اب قوته بعد انسحاب الجيش منها	NEUTRAL
انتهاء رصيد الانترنت، اسوء بكثير من انتهاء العلاقات	NEUTRAL
تضيق الخناق على الاذاعة اليوم بشكل كبير و دخول الضفادع البشرية السودانية في المعادلة اها تاني عوم زاتو مافي لي طريقة نصر من الله وفتح قريب	NEUTRAL
قبل قليل التمرد يتراجع من شرق الكوبري بعد تقدم متحرك هيئة العمليات بقيادة اللواء اللبيب اللواء لبيب دا العطا فرع الجزيرة	NEUTRAL
جزاك الله خيرا الجزاء وزادكم الله من فضله وكرمه ميمووو	NEUTRAL
م3 ايمو_الخليفه انسفيهوو جنترا بي صاروخ ارضي جوي	OFFENSIVE
قدوره ده طبعا يا اخوان قبلوه صيدله في الرباط اول م تشوفو ولد اصفر وليهو دقن وكسار ده قدوره	OFFENSIVE
بعد عامين من الصمت ملاعب الخرطوم تنبض بالحياة من جديد تفاصيل الخبر على الرابط اخبار_السودان السودان_الان السودان عاجل السودان_اليوم الراي_السوداني الاخبار_العاجلة تابعنا على تيلجرام	NEUTRAL
المقاومة الشعبية تقتل 7 متمردين وتستولى على تاتشر بكامل تسليحها انضم للراى السودانى علي تلغرام عبر الرابط تابع قناتنا على واتساب	HATE
سقالة جسر جبل اولياء تتعرض لضربة جوية تابعنا علي تلغرام	NEUTRAL
خلاص يا رب يامن و بينزو و اي زول يتحشر في حياتي يتحرقو	HATE
ومن الاقلام ايضاً في #صوت_المرأة محاسن عبد العال وآمال عباس وكانت بتلك الصحيفة صفحة مميزة للكاريكاتير بإشراف الأستاذة فوزية حسن اليمني	NEUTRAL
لأني حأكتب الرقم وتحتو الجواب	NEUTRAL
التفاحة من أجل الراحة ده تقريباً مرشح لمحل ملابس في موقف جاكسون	NEUTRAL
الطيران الحربي يقصف شرق الخرطوم	NEUTRAL
هي لكن براحه علي جبهتي	NEUTRAL
عاجل مراسل الجزيرة سلاح الجو ينفذ غارات على مواقع للدعم السريع في الخرطوم بحري واعمدة الدخان تتصاعد جنوبي المدينة	NEUTRAL
تشطيبات ويتم الاعلان عن التحرير اللهم لك الحمد والشكر كما ينبغي لجلال وجهك وعظيم سلطانك ياربي لك الحمد والشكر 0 خسائر	NEUTRAL
لسنا ملائكة ولكنهم شياطين وهذا مايدعونا لنكون مثلهم بعض حين #تسقط_بس #واي_كوز_ندوسو_دوس	HATE
خطأ ، ريدة ال لوليدها	NEUTRAL
فضل تعبان و بعاني من الحرقان و حالتوا بالبلا و أمة الاسلام مهتمة بزواج اتنين كفار	HATE
يا مان دا شنو ما حقدر اتلفظ؟	OFFENSIVE
التحية لنسور الجو اليوم جغم مميز لكل تجمعات الملاقيط بدارفور	HATE
وقال لي 30شهر انا صورة من الاعلان	NEUTRAL
ذكرتني هجوم الحاكم على السجن	NEUTRAL
جرب اختلي بنفسك شويه حاتلاقي أنو الناس دي ما منها أي فايدة حقيقية غير إنهاكك في تفاهات سطحية لمشاكلهم النفسية الوقت كلو	OFFENSIVE
#وزير_الصحة_السوداني ما قل و دل #وزير_الصحه_السوداني	NEUTRAL
ما وريتك، يوم انت غياب اتلم الشوق	NEUTRAL
مراسل الجزيرة يؤكد خبر استهداف متحرك المليشيا المتمردة بسوق القش غرب امدرمان ومقتل المئات منهم بل ي سحبي شارك قناة انصار القوات المسلحة السودانية علي التلغرام	NEUTRAL
لا لا لكن المهم عمي	NEUTRAL
التاج مرق وعباس بعدو بمسافة مرق مشى الدكان وما قعد فيهو نهائي وعداها حوامة وشراب شاي وقعاد برة الدكان وونسة وضحك مرة مع حسن ومرة مع غيرو وحسن كم مرة قال ليهو خش الدكان اقيف مع عبد القيوم دا ما تخليهو براو كدا	NEUTRAL
تشوفها في الحقيقة وتشوف صورها هنا بالجد #تسقط__بس	HATE
شبكة الصحفيين السودانيين (إعلان موكب) إيماناً منا بحق شعبنا الأكيد في شعارات ثورته المجيدة، (حرية.. سلام وعدالة)، وتأكيداً على حقه الأكيد في بناء دولة القانون والديمقراطية، ذلك الحلم الذي شادته دماء مئات الشهداء والمفقودين والجرحى #مليونيه_السلطه_القضائيه	NEUTRAL
موكب القصاص للشهيد ماكور موكب القصاص للشهيد ماكور انطلق اليوم الاربعاء 20 نوفمبر بمدينة بربر موكب القصاص للشهيد محمد عيسى ماكور الذي استشهد في بربر برصاصة غادرة بالراس بتاريخ 20 12 2018 كاول شهيد لثورة ديسمبر العظيمة المجد والخلود للشهداء موكب القصاص للشهيد ماكور حل_المؤتمر_اللاوطني تحديات_الفتره_الانتقاليه	NEUTRAL
أنك تكون أنت وجك المويه في غرفة براكم	OFFENSIVE
رمضان السنة دي مع ناس الكهرباء تحس بالمساكين و تحس بمعاناة ناس العصر الحجري #تسقط_بس و الله الكهرباء دي براها محتاجة ثورة	HATE
وجه البرلماني محمود عبد الجبار جملة من الانتقادات لمؤسسة رئاسة الجمهورية لتدخلها في اختصاصات الجهات التنفيذية الاخرى،وارجع اسباب تدخل الرئاسة في شؤون تلك الجهات لعدم الثقة في ادراتها للملفات.وقال إن تبعية بنك السودان المركزي لرئاسة الجمهورية أدى لمشكلة ادرية اضرت به.	NEUTRAL
الجيش يقتحم خور البعاشيم احد اكبر معاقل المليشيا بالنيل الابيض عبدالرؤوف طه علي تابعونا على الرابط قناة التلغرام _ قناة الواتساب	NEUTRAL
من الطرائف عندما خرجت و اثناء الرحلة كنت احمل معي كوز للشرب طلب مني افراد الدعم السريع بطريقة مستفزة رميه رفضت و عندما وصلت مناطق الجيش طلبوا مني بطريقة لطيفة رميه ما الذي فعلته ايها الكوز لتكره هكذا	OFFENSIVE
القضاء على فزع قادم لنجدة قوات الجنجويد المحاصرة بجبل موية وهلاك قائد القوة المقدم خلا حاتم عبدالرحمن انقرى ابن عم الجنجويدي ابو شوتال	HATE
يا عيال الكيزان والبلابسه الشكش	OFFENSIVE
الذاق مرارات جرائمه وانتهاكاته باستخدام آلة مليشياته الجنجويدية وجهاز أمنه وكتائب الظل الاجرامية. سلمية من كل الجهات. لا شرعية لقاتل غادر خائن. #مجزره_القياده_العامه #العصيان_المدني_الشامل	HATE
والثقة وكان العام الدراسي بأوله ومن اول يوم فتحت المدرسة ابوابها جاء لمقابلتها وهو كان ينتظر مثل هذا اليوم بفارغ الصبر	NEUTRAL
الليله حيفأجهم مفاجأة انما ايه يا ستار	OFFENSIVE
تتزكروا لمن قالوا يوم مارس حيعملوا محكمة لأي زول كتب تسقط بس	HATE
اكاد اجزم انك ما تبع الناس الزابطين ديل	OFFENSIVE
ياخ عليك الله الموضوع ده عامل لي ارق عديل لو لقيت عياده زيت اشر لي بس	NEUTRAL
تنسيقية قوى التغيير فيها الترابي	NEUTRAL
نازح من تمبول يحكي عن ماتعرض له من انتهاكات من مليشيات الدعم السريع	NEUTRAL
بل مليشيات الكيزان وفلنقات المرتزقة مناوي وجبريل في الفاو وتحية خاصة لاهلنا فلاتة تلس ومايرنو وسنار بقيادة اللواء احمد العمدة	HATE
استعدادات والي النيل الابيض وقائد الفرقة الثامنة عشر مشاة وقائد ثاني الفرقة مرعب الجنجويد العميد ركن البطل جمال جمعة على جهودهم القوية والمؤثرة في خطة تامين الولاية وطرد المليشيا من تخوم الولاية شكرا لتفانيكم وشجاعتكم تحظى بتقدير واحترام كبير	NEUTRAL
شايقي قال الدعامة وقفو عربيتو في شارع مدني فتشوه نهبو قروشو وتلفونو ،وقالو ليه خلاص امشي ربنا يحفظك قال ليهم من منو	OFFENSIVE
غدروا النيام حرقوا الخيام لا راعوا لي اخر ايام لا راعوا لي حرمة صيام ماقالو حافظين للكتاب ياتوا كتاااب ؟ بس اوعك تقول لي الزبور يااخ ديل يهود ما بهمهم عدد القبوور بدل يعمروا في البلد يا اخووي بعمروا في الصدوور حسبي الله ونعم الوكيل	HATE
العُهر يبدأ بالافكار وينتهي بالاجسام..	OFFENSIVE
السودان يرفض صفقة بقيمة 6 مليار دولار من الامارات السودان اليوم_نيوز عاجل اليوم نيوز نافذتك على اخر الاخبار والمستجدات	NEUTRAL
كن عينا ساهره ويدا امينه من اجل وطنك بالتبليغ عن اي اجنبي مقيم بصوره غير شرعيه للحد من انتشار الجريمه ومكافحة الخونه والعملاء الوعي_اساس_المرحله خليك_واعي الامن مسؤلية الجميع	HATE
جميله عيونك يا سيد الناس	NEUTRAL
شباب المشكله شنو هنا ؟	NEUTRAL
الملحسة هينة شفت الفيديو الاتقفل بيو حسابو	OFFENSIVE
والله زول بقدر يقري ولدو برا ماعارفاو بقريو هنا ليه يغتربوا سنوات طويلة ويجي في سنة الجامعه يقول لالا ولدي يمشي يقعد مع ناس حبوبتو عشان زاتو يوطدوا علاقتهم ببعض	NEUTRAL
ان تغير عليك عزيز فلا تساله عن السبب انا اخبرك عن السبب اما انه ارخى اذنيه الطويلتين الى نمام، او وجد بديلا افضل منك وفي الحالين لا تذرف عليه دمعة، وان استطعت ان تحتفل فاحتفل	NEUTRAL
حقيقي ، نظام ده الطبيعي و من جوة في حفلة فرح	NEUTRAL
شاهد لحظات وصول رئيس مجلس السيادة الانتقالي القائد العام للقوات المسلحة الفريق اول ركن عبد الفتاح البرهان الى قاعة الجمعية العامة للامم المتحدة تابعوا الخرطوم مقبرة الجنجويد على تيليجرام	HATE
الحمدلله عودة التيار الكهربائي الى مناطق ولاية الجزيرة بعد انقطاع دام لايام وليس هذا فقط، فقريبا ستعود شبكة الاتصالات والانترنت ايضا يعمل المهندسون بجهود جبارة لاستعادة الخدمة قريبا باذن الله	NEUTRAL
عرفتوهو صاح؟ الحمد لله والشكر لله هلاك الجنجويدي احمد سليمان صباح اليوم، وهو احد كوادر النظام البائد وعضو المؤتمر الوطني سابقا بجامعة الزعيم الازهري، وصاحب الفيديو الشهير الذي قال فيه الله ناصرهم ولا ناصر لنا فجاءه الرد من السماء	HATE
ندوسا محاكم التفتيش بكل الصوت علانية #تسقط_بس واضحة اثناء المكالمة كالعادة كنداكة	OFFENSIVE
افرطت في عتبي فمل عتابي وسكت كي يرضى فزاد عذابي وهجرته كي استريح من العنا فوجدته في غربتي وغيابي	NEUTRAL
البنات دراما كوينز في موضوع القراية و الامتحانات انا انق ادق جرس اوكي لكن تجي صحبتي تنزل لي ادعيه و تبكي لي و تقول واااي مومو ولا سوسو مسكينه فلتنهمر عليها البركه اوماقاد لازم نطلعك عشان ما تدبرسي مابقدر اطلع صحبتي ممتحنه حابسه معاها قيرل زيس ايز تو متش والله	OFFENSIVE
جنجويدي مقبوض بي عباية ، وكدمول ، وشراب بتاع ستات شاي ، وبوت	HATE
كرت زين ب٥٠ وشبس وبارد	NEUTRAL
قوات الجيش السوداني تدمر مدرعة كالديوس MCAV 20 تابعة لفلول المليشيا المتمردة الارهابية بالخرطوم بحري نزلنا الفيديو ليها	HATE
اي كوز ندوسو دوس شفتو كيف تسقط بس كانت مجهجه الجماعه وكيف كانو يخططو على عثمان قال النظام ما بسقط يا كيزان يا بليدين اراده الشعوب لاتقهر	HATE
من شغل الليلة قربت_شديد معركة_الكرامة قوات_العمل_الخاص الخرطوم_مقبرة_الجنجويد تابع احدث الاخبار تيك توك تليجرام الفيسبوك انستغرام	HATE
كرامتك تخليها تتهان ليه و الجابرك شنو ، الزول الدايرك ده واضح ولا بيفرط فيك ولا بزعزعك كده ، أكسبي زمنك يا صحبتي و اعرفي قدرك	OFFENSIVE
الفجر يختبيء في صوت المؤذن الله اكبر تفزع الليل فيهرب بالعتمة هكذا تنير الارض كلمة	NEUTRAL
وسط الزحام يتوه الحب ويغترب المكان...	NEUTRAL
المضادات الارضية تسقط مسيرات استهدفت وادي سيدنا موجز الزرقاء	NEUTRAL
المستشار الاعلامي لقائد التمرد ، والمنحاز للجيش محمد محمد عثمان عمر كل التسجيلات المنسوبة للقائد العام للجيش التي نشرت في مناسبات مختلفة ، مفبركة ، وتنفذها جهات مختصة داخل المليشيا سنكشف عنها بالتفاصيل والبراهين مؤتمر_صحفي بورتسودان	NEUTRAL
من عجائب الكيزان ان دينهم واخلاقهم التي تسير على طريق الهدى لم تمنعهم من السرقة والقتل العمد والتامر على الابرياء بغرض الايذاء وتهديد المواطنين والتمرد على القادة والسعي في السودان بالفساد فيا لها من اخلاق ويا لها من تقوى	HATE
باسها تاني قبل ما يطلع	NEUTRAL
تنويه تنويه ننوه ان تجمع المهنيين لم يفوض اي احد بالتحدث او التعامل او التواصل بلجان الاحياء في كل مدن السودان ويشمل ذلك توزيع الاوراق واقامة الورش والتنوير اليومي كما نؤكد بان طرق الاتصال باللجان هى الطرق المتبعة سابقا عبر لجنة العمل الميداني اعلام التجمع 16 يونيو انتهاكات_الجنجويد اسبوع_شهداء_الثوره	HATE
وداعا بخاري الرئيس النيجيري السابق يغادر الحياة عن 82 عاما في لندن تفاصيل الخبر على الرابط اخبار_السودان السودان_الان السودان عاجل السودان_اليوم الراي_السوداني الاخبار_العاجلة تابعنا على تيلجرام	NEUTRAL
وانت عارف الكلام م محتاج اشرح ليك اكتر	OFFENSIVE
مسيرة تستهدف محطة كهرباء عطبرة الان اللهم احفظ اهل عطبرة الخرطوم_مقبرة_الجنجويد عطبرة	HATE
بنك السودان يوضح بشان ال 500 جنيه الخرطوم_مقبرة_الجنجويد	HATE
كان نفسي أدخل ليك في التويتة دي وأقول ليك مشتاقين بس ما بتستاهل	OFFENSIVE
الله اكبر رصد متابعه استهداف تابعونا على الرابط قناة التلغرام _ قناة الواتساب	NEUTRAL
حقيقة الموضوع سيء شديد لدرجة خيالية	NEUTRAL
و في الجياشة. الناس ديل حاكمين من سنة حفروا البحر و عندهم مصالح كتيرة مربوطة بالسلطة يعني مافي شيء بخليهم يسلموا السلطة بسهولة. لكن دا ما يعني انو نحنا نبني و نترتب عشان نقلعها منهم بفهم ونختهم في علبهم عشان تاني ما يجو متلبين	HATE
عبدالماجد عبدالحميد يكتب الي وزير العدل هل يحتاج السودان الي التعاقد مع مكتب محاماة خارجي ؟ السودان اليوم_نيوز عاجل اليوم نيوز نافذتك على اخر الاخبار والمستجدات	NEUTRAL
جيش قوووووووقو بل المرتزقة اينما حلو ضوقو الموت ياقتلة ده جيش بداوس تابع قناة القوات المسلحة السودانية	HATE
يكشف المستور قيادي في تنسيقية تقدم يستقيل تابعنا علي تلغرام	NEUTRAL
لا عنده لقب مشهور بيه؟	OFFENSIVE
لا مفر ولا هروب بل بس يا جنجويد يا مرتزقة	HATE
فزع اهلي يتصدى لسرقة مواشي من قبل الدعم السريع بمحلية المالحة تابعنا علي تلغرام	NEUTRAL
استغفر الله بس في ناس لو شافت ملك تقول دا مالو نورو ما كفايه..!!! -كف يصقع رقبتك يفصل قلبك ودمك من شراينك	OFFENSIVE
إعلان: تبدأ حملة التكسيم اليومية (أو متى ما توفر الإنترنت) في تمام ال١٢ منتصف اليوم. الحملة بعنوان: كسّموا للعساكر، الدجالين، الأرزقية، المعرصين، الخونة والنيئين حتى تنزع هيبتهم من صدوركم. الدعوة مفتوحة. #مجزره_القياده_العامة #العصيان_المدني_الشامل	HATE
بعد ما اكلو قروشنا بي يومين	NEUTRAL
الاستاذ التعايشي يؤكد حرص الدولة على بناء عقد اجتماعي والتوقيع على اتفاق السلام الشامل وأعلن عضو مجلس السيادة الانتقالي عن تخصيص مبلغ خمسمائة مليون دولار تدفع سنويا لمدة عشرة أعوام لإعادة مادمرته الحرب وللنهوض بمشروعات التنمية بدارفور #سلام_بينا #سلام_لينا #سلام_دائم	NEUTRAL
الفاشر في متحرك للفلاقنة امس سوت اتبلع كان ماشي الفاشر، اكثر من 180 عربية تسابيح في غضب الله نحن بنهدي اللعب مع الفلول لاننا لم نشعل هذه الحرب و مصممون على ابادة الكيزان من السودان لانهم جرثومة اتربت بالمال الحرام فكان هذا متوقع منهم	HATE
السماح للمواطنين بالخروج من الساعه صباحا حتى الساعة ظهرا لشراء الاحتياجات اليوميه من البقالات والافران والتزود بالوقود داخل حدود منطقتك	NEUTRAL
وح نجيب اخرك يا شيخ عبد الحي وطبعا شيخ دي بس ان شاء تكون عرفت انا قاصد بيها شنو ودولتكم العميقه دي بتنتهي والدور بجيك والوقت دا اركز ساعه الدواس اسمها. اسي في ذمتك جمعيه القران الكريم دي حفظت منو تسقط بس.	OFFENSIVE
حوجة عاجل لكوادر طبية الان في مستشفي الجودة	NEUTRAL
ايامنا العجاف انتهت اللييييله سقطت تاني ياناس	NEUTRAL
والمفروض نعيشها بسعادة تامة وما نفرط في لحظة منها	NEUTRAL
الاخوان الصغار ديل عبارة عن شفع مسلطين ما عندهم ذرة مسؤولية ومامنهم فايدة وشايفين الكبار مامنهم فايدة وهم حرفيا بياكلو ويشربوا وينوموا وفوق دا كلو لما نعصب بكونوا باردين وما بتفاعلو معانا	OFFENSIVE
الأسوء من حبسه البيت حبسه بره البيت.	NEUTRAL
لي يفرغوا ليهم عشان نحنا مافي مش اخساء	HATE
متوفر 500شريط السعر 176 0915351936	NEUTRAL
أَفَحُكْمَ الْجَاهِلِيَّةِ يَبْغُونَ وَمَنْ أَحْسَنُ مِنَ اللَّهِ حُكْمًا لِّقَوْمٍ يُوقِنُونَ	NEUTRAL
بيفرض عليك احترامه؛ غصصصبا عنك كل الحب والاحترام والتقدير والله ليهو كويس انو بيدرسنا	NEUTRAL
اهم مايميز البنك المركزي هو إستقلاله بإدارة السياسة النقدية، ولا تتدخل السلطة التنفيذية بطبيعة عمله.استقلالية البنك المركزي من أهم الوسائل التي تضمن حماية القطاع المصرفي والمالي من التأثيرات السياسية،وتوفير العزل للسياسة النقدية عن أي ضغوط سياسية مستمرة	NEUTRAL
تفاصيل معارك بحري اليوم وتقدمات الجيش تابعنا علي تلغرام	NEUTRAL
فى زول شدة مافخور بزوجتو وبدعم كل خطوة تخطوها لدرجة مرة مكرمنها قبل مايندهو اسمها وقف على حيلو وبقي يكوورك بتستااااااااهل بتستااااهل حبيبتي بتستاااااااهل وفى واحد تانى شايف انو زوجتو لو نجحت بكرا حتدوس على رقبتو وتكسرا شفتو الفرق	OFFENSIVE
هلاك 37 جنجويدي احتموا داخل حمامات مسجد بالقرب من شروني واستلام 13 اخرين	HATE
انا ولد ، وانا متكسر فيك تعال	OFFENSIVE
يلا نهد جبال من السيئات ؟ ما من علي الارض احد يقول لا اله الا الله و الله اكبر و لا حول ولا قوه الا بالله الا كفرت عنه خطاياه ولو كانت مثل زبد البحر	NEUTRAL
عايزة تفاعل لو سمحتو في دي بالذات	NEUTRAL
بتاع المهنين الظهر الليلة في اللايف دا بعيد شديد، حقو اللايف دا يسمعوهو الفاتح رّب رّب و ربيع عبد العاطي و حمدي بلادي سهول بلادي حقول و الزول النام في نص الحلقة داك يخلوهو يسمعو صباح مساء ياخي #تسقط_بس	OFFENSIVE
هو جنجويدي ح يفكر كيف يعني وموضوع الحساب عند الله هم ما بيعرفو انو في اخره ما بيعرف انو الله موجود	HATE
الطيران يستهدف تحركات لاليات تتبع لمليشيا الدعم السريع المتمردة في ولاية النيل الابيض الخرطوم_مقبرة_الجنجويد	HATE
